2018-10-10 08:10:23,30.489922,114.408732
2018-10-10 08:10:24,30.489920,114.408723
2018-10-10 08:10:26,30.489917,114.408712
2018-10-10 08:10:27,30.489919,114.408700
2018-10-10 08:10:28,30.489925,114.408682
2018-10-10 08:10:29,30.489930,114.408658
2018-10-10 08:10:30,30.489933,114.408637
2018-10-10 08:10:31,30.489936,114.408618
2018-10-10 08:10:32,30.489937,114.408597
2018-10-10 08:10:33,30.489937,114.408583
2018-10-10 08:10:34,30.489938,114.408567
2018-10-10 08:10:35,30.489941,114.408542
2018-10-10 08:10:36,30.489947,114.408519
2018-10-10 08:10:37,30.489955,114.408498
2018-10-10 08:10:38,30.489964,114.408474
2018-10-10 08:10:39,30.489969,114.408460
2018-10-10 08:10:40,30.489970,114.408453
2018-10-10 08:10:41,30.489968,114.408449
2018-10-10 08:10:42,30.489961,114.408443
2018-10-10 08:10:43,30.489953,114.408415
2018-10-10 08:10:44,30.489951,114.408377
2018-10-10 08:10:45,30.489950,114.408342
2018-10-10 08:10:46,30.489950,114.408317
2018-10-10 08:10:47,30.489954,114.408296
2018-10-10 08:10:48,30.489959,114.408276
2018-10-10 08:10:49,30.489968,114.408257
2018-10-10 08:10:50,30.489980,114.408238
2018-10-10 08:10:51,30.489991,114.408223
2018-10-10 08:10:52,30.489996,114.408211
2018-10-10 08:10:53,30.489994,114.408198
2018-10-10 08:10:54,30.489987,114.408183
2018-10-10 08:10:55,30.489981,114.408177
2018-10-10 08:10:56,30.489982,114.408171
2018-10-10 08:10:57,30.489987,114.408164
2018-10-10 08:10:58,30.489992,114.408150
2018-10-10 08:10:59,30.489992,114.408130
2018-11-10 08:11:00,30.489990,114.408107
2018-11-10 08:11:01,30.489989,114.408085
2018-11-10 08:11:02,30.489986,114.408068
2018-11-10 08:11:03,30.489985,114.408052
2018-11-10 08:11:04,30.489986,114.408037
2018-11-10 08:11:05,30.489988,114.408026
2018-11-10 08:11:06,30.489988,114.408018
2018-11-10 08:11:07,30.489985,114.408005
2018-11-10 08:11:08,30.489980,114.407993
2018-11-10 08:11:09,30.489976,114.407982
2018-11-10 08:11:11,30.489975,114.407968
2018-11-10 08:11:12,30.489974,114.407953
2018-11-10 08:11:13,30.489977,114.407933
2018-11-10 08:11:14,30.489986,114.407909
2018-11-10 08:11:15,30.489994,114.407887
2018-11-10 08:11:16,30.490003,114.407865
2018-11-10 08:11:17,30.490008,114.407852
2018-11-10 08:11:18,30.490010,114.407846
2018-11-10 08:11:19,30.490012,114.407833
2018-11-10 08:11:20,30.490014,114.407814
2018-11-10 08:11:21,30.490018,114.407790
2018-11-10 08:11:22,30.490019,114.407771
2018-11-10 08:11:23,30.490014,114.407756
2018-11-10 08:11:24,30.490006,114.407741
2018-11-10 08:11:25,30.489997,114.407721
2018-11-10 08:11:26,30.489986,114.407700
2018-11-10 08:11:27,30.489977,114.407690
2018-11-10 08:11:28,30.489966,114.407683
2018-11-10 08:11:29,30.489958,114.407676
2018-11-10 08:11:30,30.489949,114.407664
2018-11-10 08:11:31,30.489938,114.407654
2018-11-10 08:11:32,30.489932,114.407650
2018-11-10 08:11:33,30.489922,114.407646
2018-11-10 08:11:34,30.489907,114.407643
2018-11-10 08:11:35,30.489889,114.407637
2018-11-10 08:11:36,30.489871,114.407633
2018-11-10 08:11:37,30.489856,114.407624
2018-11-10 08:11:38,30.489844,114.407611
2018-11-10 08:11:39,30.489838,114.407593
2018-11-10 08:11:40,30.489838,114.407578
2018-11-10 08:11:41,30.489841,114.407562
2018-11-10 08:11:42,30.489843,114.407551
2018-11-10 08:11:43,30.489840,114.407545
2018-11-10 08:11:44,30.489833,114.407542
2018-11-10 08:11:45,30.489830,114.407543
2018-11-10 08:11:46,30.489827,114.407540
2018-11-10 08:11:47,30.489821,114.407530
2018-11-10 08:11:48,30.489814,114.407515
2018-11-10 08:11:49,30.489808,114.407499
2018-11-10 08:11:50,30.489802,114.407478
2018-11-10 08:11:51,30.489800,114.407456
2018-11-10 08:11:52,30.489803,114.407430
2018-11-10 08:11:53,30.489811,114.407404
2018-11-10 08:11:54,30.489820,114.407388
2018-11-10 08:11:55,30.489827,114.407376
2018-11-10 08:11:56,30.489831,114.407360
2018-11-10 08:11:57,30.489835,114.407341
2018-11-10 08:11:58,30.489836,114.407327
2018-11-10 08:11:59,30.489836,114.407316
2018-12-10 08:12:00,30.489837,114.407301
2018-12-10 08:12:01,30.489841,114.407281
2018-12-10 08:12:02,30.489847,114.407261
2018-12-10 08:12:03,30.489852,114.407235
2018-12-10 08:12:04,30.489856,114.407211
2018-12-10 08:12:05,30.489857,114.407195
2018-12-10 08:12:06,30.489856,114.407186
2018-12-10 08:12:07,30.489853,114.407178
2018-12-10 08:12:08,30.489854,114.407166
2018-12-10 08:12:09,30.489857,114.407152
2018-12-10 08:12:10,30.489861,114.407137
2018-12-10 08:12:11,30.489861,114.407127
2018-12-10 08:12:12,30.489860,114.407124
2018-12-10 08:12:13,30.489852,114.407112
2018-12-10 08:12:14,30.489841,114.407094
2018-12-10 08:12:15,30.489833,114.407075
2018-12-10 08:12:16,30.489826,114.407056
2018-12-10 08:12:17,30.489824,114.407039
2018-12-10 08:12:18,30.489825,114.407024
2018-12-10 08:12:19,30.489828,114.407009
2018-12-10 08:12:20,30.489832,114.406991
2018-12-10 08:12:21,30.489835,114.406976
2018-12-10 08:12:22,30.489839,114.406963
