2018-47-15 18:47:48,30.460001,114.403871,1.380000,5.000000,3.000000,274.570312
2018-47-15 18:47:49,30.459996,114.403858,1.220000,5.000000,3.000000,254.882812
2018-47-15 18:47:50,30.459994,114.403843,1.460000,5.000000,3.000000,265.078125
2018-47-15 18:47:51,30.459991,114.403828,1.450000,5.000000,3.000000,247.500000
2018-47-15 18:47:52,30.459990,114.403815,1.450000,5.000000,3.000000,270.703125
2018-47-15 18:47:55,30.459992,114.403776,1.090000,5.000000,3.000000,285.117188
2018-47-15 18:47:56,30.459993,114.403763,1.030000,5.000000,3.000000,261.562500
2018-47-15 18:47:57,30.459994,114.403749,1.030000,5.000000,3.000000,278.437500
2018-48-15 18:48:03,30.459997,114.403682,0.890000,5.000000,3.000000,289.687500
2018-48-15 18:48:04,30.459998,114.403673,0.390000,5.000000,3.000000,269.296875
2018-48-15 18:48:05,30.459998,114.403668,0.390000,5.000000,3.000000,297.421875
2018-48-15 18:48:35,30.460001,114.403654,0.590000,25.000000,4.000000,296.015625
2018-48-15 18:48:37,30.460018,114.403648,0.640000,25.000000,4.000000,341.367188
2018-48-15 18:48:43,30.460033,114.403627,0.910000,25.000000,3.000000,268.242188
2018-48-15 18:48:44,30.460041,114.403615,1.150000,25.000000,3.000000,300.585938
2018-48-15 18:48:45,30.460052,114.403608,1.220000,25.000000,3.000000,313.945312
